Product_ID,Product_Name,Brand_ID,Category_ID,Model_Year,List_Price
83,Trek Boy's Kickster - 2015/2017,9,1,2017,150
84,Sun Bicycles Lil Kitt'n - 2017,7,1,2017,110
85,Haro Downtown 16 - 2017,2,1,2017,330
86,Trek Girl's Kickster - 2017,9,1,2017,150
87,Trek Precaliber 12 Boys - 2017,9,1,2017,190
88,Trek Precaliber 12 Girls - 2017,9,1,2017,190
89,Trek Precaliber 16 Boys - 2017,9,1,2017,210
90,Trek Precaliber 16 Girls - 2017,9,1,2017,210
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,9,1,2017,350
92,Haro Shredder 20 - 2017,2,1,2017,210
93,Haro Shredder 20 Girls - 2017,2,1,2017,210
94,Haro Shredder Pro 20 - 2017,2,1,2017,250
95,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,300
96,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,350
97,Electra Savannah 3i (20-inch) - Girl's - 2017,1,1,2017,350
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,490
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,1,2017,300
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,490
101,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,340
102,Electra Townie Original 7D - 2017,1,2,2017,490
103,Sun Bicycles Streamway 3 - 2017,7,2,2017,552
104,Sun Bicycles Streamway - 2017,7,2,2017,482
105,Sun Bicycles Streamway 7 - 2017,7,2,2017,534
106,Sun Bicycles Cruz 3 - 2017,7,2,2017,450
107,Sun Bicycles Cruz 7 - 2017,7,2,2017,417
108,Sun Bicycles Cruz 3 - Women's - 2017,7,2,2017,450
109,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,417
110,Sun Bicycles Drifter 7 - 2017,7,2,2017,471
111,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,471
112,Trek 820 - 2018,9,6,2018,380
113,Trek Marlin 5 - 2018,9,6,2018,490
114,Trek Marlin 6 - 2018,9,6,2018,580
115,Trek Fuel EX 8 29 - 2018,9,6,2018,3200
116,Trek Marlin 7 - 2017/2018,9,6,2018,750
117,Trek Ticket S Frame - 2018,9,6,2018,1470
118,Trek X-Caliber 8 - 2018,9,6,2018,1000
119,Trek Kids' Neko - 2018,9,6,2018,470
120,Trek Fuel EX 7 29 - 2018,9,6,2018,2500
121,Surly Krampus Frameset - 2018,8,6,2018,2500
122,Surly Troll Frameset - 2018,8,6,2018,2500
123,Trek Farley Carbon Frameset - 2018,9,6,2018,1000
124,Surly Krampus - 2018,8,6,2018,1499
125,Trek Kids' Dual Sport - 2018,9,6,2018,470
126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,470
127,Surly Pack Rat Frameset - 2018,8,6,2018,470
128,Surly ECR 27.5 - 2018,8,6,2018,1899
129,Trek X-Caliber 7 - 2018,9,6,2018,920
130,Trek Stache Carbon Frameset - 2018,9,6,2018,920
131,Heller Bloodhound Trail - 2018,3,6,2018,2599
132,Trek Procal AL Frameset - 2018,9,6,2018,1500
133,Trek Procaliber Frameset - 2018,9,6,2018,1500
134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1500
135,Trek X-Caliber Frameset - 2018,9,6,2018,1500
136,Trek Procaliber 6 - 2018,9,6,2018,1800
137,Heller Shagamaw GX1 - 2018,3,6,2018,2599
138,Trek Fuel EX 5 Plus - 2018,9,6,2018,2250
139,Trek Remedy 7 27.5 - 2018,9,6,2018,3000
140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,5000
141,Trek Stache 5 - 2018,9,6,2018,1600
142,Trek Fuel EX 8 29 XT - 2018,9,6,2018,3200
143,Trek Domane ALR 3 - 2018,9,7,2018,1100
144,Trek Domane ALR 4 Disc - 2018,9,7,2018,1550
145,Trek Domane ALR 5 Disc - 2018,9,7,2018,1800
146,Trek Domane SLR 6 - 2018,9,7,2018,5000
147,Trek Domane ALR 5 Gravel - 2018,9,7,2018,1800
148,Trek Domane SL 8 Disc - 2018,9,7,2018,5500
149,Trek Domane SLR 8 Disc - 2018,9,7,2018,7500
150,Trek Emonda SL 7 - 2018,9,7,2018,4500
151,Trek Domane ALR 4 Disc Women's - 2018,9,7,2018,1550
152,Trek Domane SL 5 Disc Women's - 2018,9,7,2018,2500
153,Trek Domane SL 7 Women's - 2018,9,7,2018,5000
154,Trek Domane SLR 6 Disc Women's - 2018,9,7,2018,5500
155,Trek Domane SLR 9 Disc - 2018,9,7,2018,12000
156,Trek Domane SL Frameset - 2018,9,7,2018,6500
157,Trek Domane SL Frameset Women's - 2018,9,7,2018,6500
158,Trek CrossRip 1 - 2018,9,7,2018,960
159,Trek Emonda ALR 6 - 2018,9,7,2018,2300
160,Trek Emonda SLR 6 - 2018,9,7,2018,4500
161,Surly ECR - 2018,8,7,2018,1899
162,Trek Emonda SL 6 Disc - 2018,9,7,2018,3000
163,Surly Pack Rat - 2018,8,7,2018,1349
164,Surly Straggler 650b - 2018,8,7,2018,1549
165,Trek 1120 - 2018,9,7,2018,2500
166,Trek Domane AL 2 Women's - 2018,9,7,2018,750
167,Surly ECR Frameset - 2018,8,7,2018,750
168,Surly Straggler - 2018,8,7,2018,1549
169,Trek Emonda SLR 8 - 2018,9,7,2018,6500
170,Trek CrossRip 2 - 2018,9,7,2018,1300
171,Trek Domane SL 6 - 2018,9,7,2018,3200
172,Trek Domane ALR Disc Frameset - 2018,9,7,2018,3200
173,Trek Domane ALR Frameset - 2018,9,7,2018,3200
174,Trek Domane SLR Disc Frameset - 2018,9,7,2018,3200
175,Trek Domane SLR Frameset - 2018,9,7,2018,3200
176,Trek Madone 9 Frameset - 2018,9,7,2018,3200
177,Trek Domane SLR 6 Disc - 2018,9,7,2018,5500
178,Trek Domane AL 2 - 2018,9,7,2018,750
179,Trek Domane AL 3 - 2018,9,7,2018,920
180,Trek Domane AL 3 Women's - 2018,9,7,2018,920
181,Trek Domane SL 5 - 2018,9,7,2018,2200
182,Trek Domane SL 5 Disc - 2018,9,7,2018,2500
183,Trek Domane SL 5 Women's - 2018,9,7,2018,2200
184,Trek Domane SL 6 Disc - 2018,9,7,2018,3500
185,Trek Conduit+ - 2018,9,5,2018,2800
186,Trek CrossRip+ - 2018,9,5,2018,4500
187,Trek Neko+ - 2018,9,5,2018,2800
188,Trek XM700+ Lowstep - 2018,9,5,2018,3500
189,Trek Lift+ Lowstep - 2018,9,5,2018,2800
190,Trek Dual Sport+ - 2018,9,5,2018,2800
191,Electra Loft Go! 8i - 2018,1,5,2018,2800
192,Electra Townie Go! 8i - 2017/2018,1,5,2018,2600
193,Trek Lift+ - 2018,9,5,2018,2800
194,Trek XM700+ - 2018,9,5,2018,3500
195,Electra Townie Go! 8i Ladies' - 2018,1,5,2018,2600
196,Trek Verve+ - 2018,9,5,2018,2300
197,Trek Verve+ Lowstep - 2018,9,5,2018,2300
198,Electra Townie Commute Go! - 2018,1,5,2018,3000
199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,3000
200,Trek Powerfly 5 - 2018,9,5,2018,3500
201,Trek Powerfly 5 FS - 2018,9,5,2018,4500
202,Trek Powerfly 5 Women's - 2018,9,5,2018,3500
203,Trek Powerfly 7 FS - 2018,9,5,2018,5000
204,Trek Super Commuter+ 7 - 2018,9,5,2018,3600
205,Trek Super Commuter+ 8S - 2018,9,5,2018,5000
206,Trek Boone 5 Disc - 2018,9,4,2018,3300
207,Trek Boone 7 Disc - 2018,9,4,2018,4000
208,Trek Crockett 5 Disc - 2018,9,4,2018,1800
209,Trek Crockett 7 Disc - 2018,9,4,2018,3000
210,Surly Straggler - 2018,8,4,2018,1549
211,Surly Straggler 650b - 2018,8,4,2018,1549
212,Electra Townie Original 21D - 2018,1,3,2018,560
213,Electra Cruiser 1 - 2016/2017/2018,1,3,2018,270
214,Electra Tiger Shark 3i - 2018,1,3,2018,900
215,Electra Queen of Hearts 3i - 2018,1,3,2018,750
216,Electra Super Moto 8i - 2018,1,3,2018,900
217,Electra Straight 8 3i - 2018,1,3,2018,910
218,Electra Cruiser 7D - 2016/2017/2018,1,3,2018,320
219,Electra Moto 3i - 2018,1,3,2018,640
220,Electra Cruiser 1 Ladies' - 2018,1,3,2018,270
221,Electra Cruiser 7D Ladies' - 2016/2018,1,3,2018,320
222,Electra Cruiser 1 Tall - 2016/2018,1,3,2018,270
223,Electra Cruiser Lux 3i - 2018,1,3,2018,530
224,Electra Cruiser Lux 7D - 2018,1,3,2018,480
225,Electra Delivery 3i - 2016/2017/2018,1,3,2018,960
226,Electra Townie Original 21D EQ - 2017/2018,1,3,2018,680
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,3,2018,320
228,Electra Cruiser 7D Tall - 2016/2018,1,3,2018,320
229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,430
230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,430
231,Electra Cruiser Lux 3i Ladies' - 2018,1,3,2018,530
232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,480
233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,640
234,Electra Daydreamer 3i Ladies' - 2018,1,3,2018,900
235,Electra Koa 3i Ladies' - 2018,1,3,2018,900
236,Electra Morningstar 3i Ladies' - 2018,1,3,2018,750
237,Electra Relic 3i - 2018,1,3,2018,850
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,3,2018,750
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,3,2018,750
240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,900
241,Electra Townie Commute 8D - 2018,1,3,2018,750
242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,700
243,Electra Townie Original 21D EQ Ladies' - 2018,1,3,2018,680
244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,560
245,Electra Townie Original 3i EQ - 2017/2018,1,3,2018,660
246,Electra Townie Original 3i EQ Ladies' - 2018,1,3,2018,640
247,Electra Townie Original 7D EQ - 2018,1,3,2018,600
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,1,3,2018,600
249,Electra White Water 3i - 2018,1,3,2018,750
250,Electra Townie Go! 8i - 2017/2018,1,3,2018,2600
251,Electra Townie Commute Go! - 2018,1,3,2018,3000
252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,3000
253,Electra Townie Go! 8i Ladies' - 2018,1,3,2018,2600
254,Electra Townie Balloon 3i EQ - 2017/2018,1,3,2018,750
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,3,2018,900
256,Electra Townie Commute 27D - 2018,1,3,2018,900
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,900
258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1260
259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1200
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,800
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,900
262,Trek MT 201 - 2018,9,1,2018,250
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,90
264,Strider Sport 16 - 2018,6,1,2018,250
265,Strider Strider 20 Sport - 2018,6,1,2018,290
266,Trek Superfly 20 - 2018,9,1,2018,400
267,Trek Precaliber 12 Girl's - 2018,9,1,2018,200
268,Trek Kickster - 2018,9,1,2018,160
269,Trek Precaliber 12 Boy's - 2018,9,1,2018,200
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,210
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,210
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,290
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,290
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,230
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,230
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,320
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,370
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,370
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,320
280,Trek Superfly 24 - 2017/2018,9,1,2018,490
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,320
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,280
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,320
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,320
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,280
286,"Electra Starship 1 16"" - 2018",1,1,2018,280
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,280
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,390
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,320
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,370
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,320
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,370
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,320
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,370
295,"Electra Treasure 1 20"" - 2018",1,1,2018,320
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,370
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,280
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,280
299,Electra Townie Original 21D - 2018,1,2,2018,560
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,800
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,900
302,Electra Townie Original 1 - 2018,1,2,2018,450
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2600
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,680
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,750
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,900
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,750
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,750
309,Electra Townie Commute 27D - 2018,1,2,2018,900
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,900
311,Electra Townie Commute 8D - 2018,1,2,2018,750
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,700
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,450
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,680
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,560
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1700
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,2000
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,2000
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2800
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3800
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3200
